AT,V,AP,RH,PE,PE_Class
0.3725212464589236,0.29181494661921703,0.8347907557776395,0.6098019372560358,463.26,3
0.6620396600566573,0.6690391459074733,0.7089319175515314,0.4061009107994795,444.37,2
0.09348441926345612,0.2498220640569394,0.46283572767020686,0.8840537805406968,488.56,5
0.5396600566572238,0.5686832740213522,0.40287320424734574,0.659968194303889,446.48,2
0.2552407932011332,0.2160142348754448,0.37133041848844783,0.9488217435304324,473.9,4
0.6929178470254957,0.6064056939501777,0.4650218613366661,0.4016191990747434,443.67,2
0.3988668555240794,0.33096085409252674,0.5209244222361029,0.6397282058695964,467.35,4
0.21728045325779044,0.34430604982206403,0.6801998750780776,0.5123608500795143,478.42,4
0.36345609065155815,0.34946619217081853,0.7632729544035008,0.14833020095417082,475.98,4
0.28130311614730885,0.32384341637010683,0.5559025608994403,0.5743819574960242,477.5,4
0.4583569405099151,0.32669039145907464,0.3529044347282948,0.636836778950412,453.02,3
0.5192634560906516,0.3838078291814946,0.5409119300437233,0.4804105826225241,453.99,3
0.638243626062323,0.8565836298932384,0.4362898188632087,0.7685412751192714,440.29,2
0.6770538243626063,0.5912811387900355,0.4818863210493447,0.4458580309382679,451.28,3
0.6906515580736545,0.7825622775800712,0.37913803872579876,0.8182738181292467,433.99,1
0.5555240793201134,0.3279359430604982,0.5752654590880724,0.17478675726471005,462.19,3
0.4645892351274789,0.34946619217081853,0.7970018738288616,0.2580598525372272,467.54,4
0.2614730878186969,0.29145907473309607,0.7888819487820165,0.6725459014023422,477.2,4
0.35807365439093486,0.48736654804270463,0.8316677076827013,0.47130258782709267,459.85,3
0.34447592067988675,0.23327402135231312,0.5562148657089345,0.35116379933497177,464.3,3
0.4518413597733712,0.30355871886121,0.3669581511555293,0.5099031371982073,468.27,4
0.1019830028328612,0.26174377224199286,0.6814490943160543,0.48836200665028184,495.24,5
0.16855524079320117,0.30106761565836304,0.3491567770143682,0.7563972820586958,483.8,5
0.7201133144475922,0.68576512455516,0.5296689569019364,0.234205580453954,443.61,2
0.7237960339943343,0.4135231316725979,0.18238600874453326,0.3461038022263987,436.06,2
0.7269121813031162,0.8071174377224198,0.39444097439100645,0.6307647824201242,443.25,2
0.36232294617563743,0.24822064056939508,0.43004372267333224,0.6004047997686858,464.16,3
0.17280453257790374,0.25978647686832745,0.8191755153029412,0.8305623825357814,475.52,4
0.113314447592068,0.18558718861209966,0.4622111180512185,0.886077779384126,484.41,5
0.8135977337110483,0.708540925266904,0.4793878825733948,0.15700448171172476,437.89,2
0.624929178470255,0.686476868327402,0.6770768269831393,0.19213531877981782,445.11,2
0.6878186968838528,0.5880782918149464,0.5090568394753312,0.48561515107705644,438.86,2
0.7779036827195468,0.738256227758007,0.43004372267333224,0.46638716206447883,440.98,2
0.7243626062322946,0.8683274021352311,0.3978763272954424,0.6884487494578574,436.65,2
0.651558073654391,0.686476868327402,0.6689569019362906,0.1954604597368801,444.26,2
0.309915014164306,0.3322064056939502,0.3107432854465948,0.8453086598236227,465.86,4
0.6473087818696884,0.6827402135231316,0.43910056214865634,0.6293190689605318,444.37,2
0.4127478753541077,0.3930604982206406,0.3978763272954424,0.836634379066069,450.69,3
0.3427762039660057,0.248932384341637,0.5418488444722094,0.6436316322104959,469.02,4
0.6053824362606233,0.46156583629893233,0.4590880699562767,0.688882463495735,448.86,2
0.5852691218130311,0.3930604982206406,0.3210493441599027,0.6601127656498483,447.14,2
0.3280453257790369,0.346797153024911,0.6214865708931931,0.7149053057683966,469.18,4
0.211614730878187,0.2879003558718861,0.655527795128048,0.706953881740639,482.8,5
0.2835694050991502,0.3113879003558718,0.5240474703310447,0.8282492410004337,476.7,4
0.23966005665722384,0.27188612099644127,0.7273579013116844,0.7750469856874366,474.99,4
0.5980169971671389,0.686476868327402,0.6851967520299844,0.1691484747723001,444.22,2
0.40198300283286126,0.22259786476868326,0.715178013741415,0.6855573225386727,461.33,3
0.5498583569405099,0.32153024911032024,0.42535915053091955,0.4348706086453664,448.06,2
0.3300283286118981,0.34430604982206403,0.5362273579013142,0.2748301286684979,474.6,4
0.2147308781869689,0.2624555160142349,0.9931292941911387,0.669365331791239,473.05,4
0.8288951841359774,0.8565836298932384,0.41349156777014784,0.1831718953303455,432.06,1
0.3118980169971672,0.23594306049822056,0.6673953778888233,0.7634812780106982,467.41,4
0.8713881019830029,0.9530249110320285,0.4453466583385399,0.5129391354633511,430.12,1
0.17847025495750707,0.299288256227758,0.5459088069956302,0.8977880584068237,473.62,4
0.3430594900849859,0.24964412811387904,0.48719550281074575,0.7160618765360703,471.81,4
0.6014164305949009,0.6062277580071175,0.4025608994378551,0.5493711146450773,442.99,2
0.7223796033994334,0.6953736654804269,0.5405996252342291,0.3799334971808588,442.77,2
0.1161473087818697,0.24857651245551593,0.40099937539038066,0.933063466820876,491.49,5
0.6643059490084987,0.6355871886120995,0.5103060587133044,0.5888390920919474,447.46,2
0.7410764872521247,0.595729537366548,0.15334166146158523,0.38875234928437186,446.11,2
0.6875354107648726,0.4793594306049821,0.3026233603997497,0.4676883041781119,442.44,2
0.7705382436260624,0.7179715302491102,0.5081199250468487,0.24692785889836633,446.22,2
0.2937677053824363,0.2622775800711744,0.603685196752032,0.8801503541997976,471.49,4
0.33852691218130315,0.3649466192170818,0.36071205496564573,0.8136475350585514,463.5,3
0.6711048158640227,0.5948398576512456,0.5833853841349175,0.4830128668497904,440.01,2
0.7492917847025496,0.711387900355872,0.5377888819487815,0.1794130403354055,441.03,2
0.5546742209631729,0.6690391459074733,0.6917551530293586,0.5963568020818272,452.68,3
0.15439093484419264,0.2727758007117437,0.7211118051218008,0.8562960821165245,474.91,4
0.2473087818696884,0.154270462633452,0.6673953778888233,0.621801358970652,478.77,4
0.7337110481586403,0.8715302491103202,0.024984384759523692,0.5907185195894172,434.2,1
0.603399433427762,0.7640569395017792,0.6399125546533462,0.8042503975712013,437.91,2
0.1614730878186969,0.2784697508896796,0.8516552154903181,0.9602428798612114,477.61,4
0.698300283286119,0.8774021352313167,0.6030605871330437,0.7727338441520889,431.65,1
0.779886685552408,0.8715302491103202,0.03872579637726403,0.7309527251698712,430.57,1
0.24107648725212472,0.30106761565836304,0.35852592129919003,0.6458002023998842,481.09,5
0.5929178470254958,0.6345195729537366,0.38163647720174865,0.7000144571345958,445.56,2
0.33059490084985843,0.25782918149466194,0.4800124921923832,0.4036431979181725,475.74,4
0.671671388101983,0.7898576512455516,0.4066208619612759,0.8539829405811769,435.12,2
0.560056657223796,0.7453736654804269,0.6261711430356058,0.6940870319502673,446.15,2
0.7322946175637395,0.9163701067615658,0.12398500936914303,0.5563105392511204,436.64,2
0.7124645892351276,0.7845195729537365,0.5168644597126821,0.2960821165245048,436.69,2
0.29688385269121814,0.299288256227758,0.5993129294191135,0.7537949978314297,468.75,4
0.39801699716713884,0.31423487544483986,0.4634603372891952,0.13502963712592164,466.6,4
0.341643059490085,0.3508896797153024,0.8457214241099358,0.7329767240133004,465.48,4
0.6311614730878188,0.8597864768683275,0.5493441599000626,0.9188954749168713,441.34,2
0.5280453257790368,0.7845195729537365,0.47439100562148795,0.8792829261240421,441.83,2
0.37563739376770544,0.2480427046263345,0.676452217364151,0.4717363018649703,464.7,3
0.8756373937677054,0.7898576512455516,0.3828856964397289,0.26543299118114794,437.99,2
0.4651558073654392,0.597864768683274,0.5687070580886946,0.5583345380945496,459.12,3
0.9560906515580737,0.7754448398576511,0.2879450343535268,0.11218736446436317,429.69,1
0.46883852691218136,0.4638790035587188,0.41317926296065366,0.8555732253867282,459.8,3
0.6951841359773372,0.6884341637010675,0.3894440974390996,0.726471013445135,433.63,1
0.6830028328611899,0.6332740213523133,0.5396627108057501,0.2525661413907764,442.84,2
0.17563739376770537,0.290035587188612,0.5356027482823258,0.6611247650715627,485.13,5
0.5048158640226629,0.4868327402135231,0.8666458463460351,0.29160040479976856,459.12,3
0.5158640226628896,0.7466192170818503,0.4594003747657709,0.6556310539251121,445.31,2
0.2342776203966006,0.27330960854092523,0.7920049968769547,0.5249385571779672,480.8,5
0.7201133144475922,0.7316725978647688,0.2464084946908187,0.3092381090067948,432.55,1
0.6107648725212466,0.6834519572953736,0.5021861336664593,0.6570767673847043,443.86,2
0.47960339943342783,0.6023131672597865,0.6545908806995655,0.875524071129102,449.77,2
0.368271954674221,0.3261565836298932,0.6199250468457258,0.5914413763192136,470.71,4
0.6031161473087819,0.46156583629893233,0.4556527170518443,0.7092670232759867,452.17,3
0.2524079320113315,0.2850533807829182,0.7576514678326092,0.47390487205435883,478.29,4
0.7832861189801701,0.8288256227758005,0.300437226733294,0.45207459881451495,428.54,1
0.17818696883852692,0.27188612099644127,0.7282948157401634,0.8392366632933353,478.27,4
0.7218130311614731,0.6637010676156582,0.3213616489693969,0.39077634812780104,439.58,2
0.43314447592068,0.4329181494661921,0.25577763897564054,0.7348561515107704,457.32,3
0.2742209631728046,0.3352313167259787,0.6698938163647732,0.8695966459447736,475.51,4
0.619830028328612,0.7158362989323844,0.42192379762648713,0.8375018071418244,439.66,2
0.33144475920679894,0.27633451957295374,0.4275452841973788,0.7783721266444991,471.99,4
0.22181303116147316,0.248932384341637,0.5546533416614636,0.878560069394246,479.81,4
0.6753541076487253,0.9530249110320285,0.42129918800749877,0.8033829694954461,434.78,1
0.5603399433427763,0.6496441281138788,0.43222985633978794,0.3790660691051033,446.58,2
0.7413597733711049,0.5866548042704626,0.5178013741411611,0.336272950701171,437.76,2
0.48130311614730886,0.25551601423487535,0.12179887570268733,0.47433858609223645,459.36,3
0.46657223796034003,0.34430604982206403,0.6136789506558422,0.039323406100910785,462.28,3
0.3325779036827196,0.32241992882562265,0.5852592129918825,0.5242157004481711,464.33,3
0.6,0.37099644128113873,0.4175515302935686,0.42099175943328027,444.36,2
0.6269121813031162,0.6055160142348753,0.5302935665209283,0.6297527829984096,438.64,2
0.33796033994334285,0.154270462633452,0.666770768269835,0.5255168425618043,470.49,4
0.5521246458923513,0.2800711743772242,0.14116177389131934,0.17001590284805546,455.13,3
0.7288951841359774,0.7396797153024911,0.6158650843222979,0.35000722856729793,450.22,3
0.651558073654391,0.6827402135231316,0.37476577139288025,0.7607344224374729,440.43,2
0.08951841359773373,0.31120996441281135,0.5209244222361029,0.8354778082983952,482.98,5
0.379886685552408,0.45409252669039146,0.526233603997504,0.9994217146161631,460.44,3
0.6252124645892352,0.5131672597864769,0.4831355402873214,0.4847477230013011,444.97,2
0.8838526912181304,0.7706405693950177,0.24547158026233973,0.29521468844874943,433.94,1
0.6847025495750709,0.8508896797153026,0.466583385384137,0.792106404510626,439.73,2
0.7470254957507083,0.8633451957295372,0.26702061211742745,0.6421859187509035,434.48,1
0.5626062322946176,0.6313167259786477,0.6430356027482844,0.7321092959375451,442.33,2
0.44929178470254966,0.351067615658363,0.5284197376639632,0.3025878270926702,457.67,3
0.5541076487252126,0.576512455516014,0.6702061211742674,0.5657076767384704,454.66,3
0.7614730878186969,0.7453736654804269,0.636164896939416,0.33020095417088324,432.21,1
0.41926345609065163,0.32758007117437726,0.4656464709556545,0.6684979037154836,457.66,3
0.7393767705382437,0.6832740213523131,0.4038101186758283,0.5013734277866126,435.21,2
0.5427762039660057,0.3927046263345195,0.3216739537788875,0.5810322394101489,448.22,2
0.2546742209631729,0.290035587188612,0.5137414116177403,0.7368801503541996,475.51,4
0.5325779036827195,0.6681494661921706,0.4965646470955676,0.701893884632066,446.53,2
0.6696883852691219,0.5686832740213522,0.4484697064334817,0.2327598669943618,441.3,2
0.8031161473087819,0.7825622775800712,0.32261086820737006,0.38600549371114634,433.54,1
0.09008498583569406,0.24341637010676154,0.7217364147407928,0.6924967471447158,472.52,4
0.2464589235127479,0.3455516014234875,0.476264834478453,0.7850224085586236,474.77,4
0.9059490084985836,0.7774021352313166,0.1336664584634626,0.132138210206737,435.1,2
0.5532577903682719,0.6128113879003557,0.611492816989383,0.6660401908341765,450.74,3
0.611614730878187,0.7064056939501778,0.5302935665209283,0.5260951279456411,442.7,2
0.8611898016997168,0.7612099644128113,0.18738288569644013,0.454676883041781,426.56,1
0.3526912181303117,0.30177935943060497,0.5827607745159291,0.6713893306346682,463.71,3
0.7337110481586403,0.7396797153024911,0.6093066833229273,0.4016191990747434,447.06,2
0.5705382436260623,0.576512455516014,0.645846346033732,0.531010553708255,452.27,3
0.6784702549575071,0.686476868327402,0.6605246720799514,0.16119705074454238,445.78,2
0.6195467422096318,0.7640569395017792,0.6430356027482844,0.7686858464652305,438.65,2
0.18328611898017,0.27419928825622775,0.44378513429106903,0.8500795142402776,480.15,5
0.6127478753541077,0.6612099644128114,0.5971267957526578,0.5236374150643341,447.19,2
0.6660056657223796,0.4101423487544483,0.3475952529668973,0.594911088622235,443.04,2
0.0603399433427762,0.25871886120996435,0.3347907557776395,0.9613994506288851,488.81,5
0.4388101983002834,0.576512455516014,0.5908806995627742,0.820442388318635,455.75,3
0.4643059490084986,0.42758007117437724,0.6711430356027535,0.9441954604597368,455.86,3
0.5558073654390935,0.3845195729537366,0.518425983760153,0.4374728928726326,457.68,3
0.264872521246459,0.2613879003558718,0.5499687695190545,0.829694954460026,479.11,4
0.8093484419263457,0.8683274021352311,0.31542785758901104,0.6329333526095128,432.84,1
0.6104815864022664,0.6612099644128114,0.5883822610868208,0.5376608356223797,448.37,2
0.563172804532578,0.3930604982206406,0.3191755153029341,0.668064189677606,447.06,2
0.6178470254957508,0.42437722419928825,0.5234228607120563,0.26817984675437323,443.53,2
0.568271954674221,0.642170818505338,0.43066833229231705,0.8852103513083706,445.21,2
0.7773371104815865,0.7322064056939502,0.5680824484697062,0.03845597802515538,441.7,2
0.5161473087818698,0.7384341637010675,0.49063085571517817,0.4857597224230158,450.93,3
0.46260623229461767,0.43451957295373667,0.17520299812617424,0.9989880005782853,451.44,3
0.6351274787535411,0.5610320284697509,0.46783260462211373,0.5356368367789505,441.29,2
0.46175637393767716,0.346797153024911,0.5352904434728316,0.2595055659968194,458.85,3
0.13484419263456093,0.32544483985765116,0.6527170518426004,0.6285962122307357,481.46,5
0.30453257790368277,0.32117437722419917,0.6118051217988771,0.7232904438340321,467.19,4
0.32832861189801704,0.28861209964412804,0.7232979387882601,0.5808876680641896,461.54,3
0.7164305949008499,0.4889679715302492,0.2792004996876969,0.33049009686280173,439.08,2
0.353257790368272,0.30925266903914594,0.9821986258588389,0.5736591007662281,467.22,4
0.4101983002832862,0.3377224199288257,0.6917551530293586,0.410148908486338,468.8,4
0.8337110481586403,0.8295373665480427,0.2286071205496576,0.37848778372126646,426.93,1
0.24815864022662892,0.2201067615658362,0.8438475952529672,0.5681653896197775,474.65,4
0.3396600566572239,0.3354092526690391,0.7991880074953173,0.7572647101344513,468.97,4
0.6654390934844193,0.8224199288256228,0.40099937539038066,0.8149486771721844,433.97,1
0.4603399433427762,0.4412811387900355,0.38038725796377193,0.9989880005782853,450.53,3
0.6688385269121814,0.5992882562277578,0.4572142410993152,0.5463351163799335,444.51,2
0.37563739376770544,0.2727758007117437,0.5605871330418495,0.5781408124909643,469.03,4
0.281586402266289,0.8145907473309607,0.6876951905059379,0.6460893450918029,466.56,4
